snomed_concept_id,c,description
1021321000006104,0,
1137531000006106,0,
1086091000006104,0,
1881261000006105,0,
13072841000006103,0,
1996391000006108,0,
1053961000006107,0,
1773861000006104,0,
2003471000006101,0,
1119731000006101,0,
1074041000006107,0,
1074571000006108,0,
1059611000006100,0,
1020011000006102,0,
1094241000006107,0,
1052311000006103,0,
1118691000006102,0,
1085571000006101,0,
2005731000006106,0,
1859031000006100,0,
1125371000006109,0,
1128041000006105,0,
1106771000006106,0,
1094601000006108,0,
1016241000006101,0,
1088071000006101,0,
2005901000006100,0,
1604411000006103,0,
2008181000006104,0,
1087381000006101,0,
1136741000006109,0,
1016551000006102,0,
1670181000006103,0,
1031711000006106,0,
218968003,0,Adverse reaction caused by chlormerodrin (disorder)
1119051000006105,0,
1069041000006101,0,
1077191000006105,0,
1977331000006100,0,
1011951000006100,0,
1044041000006108,0,
1102481000006102,0,
1629801000006106,0,
1036431000006100,0,
1065451000006107,0,
1909941000006109,0,
1064921000006106,0,
1961101000006108,0,
1120011000006108,0,
1087411000006103,0,
2004861000006108,0,
1074371000006101,0,
1744021000006104,0,
1111151000006108,0,
1728201000006106,0,
2018611000006104,0,
1041041000006106,0,
1135821000006102,0,
1764031000006108,0,
1138831000006108,0,
1745091000006103,0,
1023441000006102,0,
1063421000006102,0,
1051881000006105,0,
1825501000006103,0,
1695191000006103,0,
1876181000006105,0,
1657001000006109,0,
1052471000006104,0,
2014351000006103,0,
1707881000006106,0,
1113331000006103,0,
1670471000006107,0,
1935051000006101,0,
1059391000006102,0,
955601000006108,0,
1047701000006100,0,
1880221000006109,0,
1083741000006103,0,
1040901000006101,0,
1121011000006100,0,
2013821000006102,0,
1055601000006100,0,
293208001,0,Allylestrenol adverse reaction (disorder)
1035851000006104,0,
1724861000006101,0,
1053811000006102,0,
1102421000006101,0,
1120301000006107,0,
1050421000006101,0,
1136561000006100,0,
1042831000006103,0,
1099881000006101,0,
1086361000006109,0,
1023071000006100,0,
1095181000006108,0,
1920221000006107,0,
1629911000006102,0,
1098101000006105,0,
1023491000006106,0,
1709981000006108,0,
1114381000006100,0,
1044971000006101,0,
1089281000006103,0,
1127661000006104,0,
1039701000006109,0,
1046991000006106,0,
11990061000006103,0,
1108481000006100,0,
1073121000006101,0,
1118351000006104,0,
1077561000006106,0,
1015011000006104,0,
2003271000006100,0,
1746801000006108,0,
1021121000006101,0,
1089841000006108,0,
1697041000006100,0,
1057541000006105,0,
1029741000006108,0,
1710241000006102,0,
1015451000006108,0,
1046691000006102,0,
1037561000006108,0,
1710861000006104,0,
2013491000006102,0,
1893631000006104,0,
1070901000006100,0,
1028291000006101,0,
1125581000006104,0,
1085701000006101,0,
1757561000006107,0,
1044961000006108,0,
1032321000006105,0,
1026151000006100,0,
1058071000006107,0,
1119771000006103,0,
1097231000006109,0,
1745651000006102,0,
1096361000006108,0,
1082251000006100,0,
1069561000006107,0,
1072181000006105,0,
1027971000006106,0,
1108551000006109,0,
2014291000006103,0,
1074401000006103,0,
1743681000006106,0,
1012621000006109,0,
1663181000006104,0,
1111071000006104,0,
1673721000006109,0,
1114371000006103,0,
1750851000006106,0,
11934441000006109,0,
1074461000006102,0,
1017111000006108,0,
1095021000006108,0,
1085901000006103,0,
1142951000006109,0,
1031641000006104,0,
1066831000006106,0,
1040001000006102,0,
1046531000006100,0,
1804831000006104,0,
1122571000006109,0,
1094311000006104,0,
1084461000006108,0,
1064681000006102,0,
1123391000006109,0,
1037191000006107,0,
1024761000006108,0,
1104311000006109,0,
1119151000006109,0,
1751151000006107,0,
1881571000006100,0,
1056111000006100,0,
1144281000006101,0,
1710751000006107,0,
1603411000006100,0,
1931241000006106,0,
1980161000006104,0,
1138641000006104,0,
293498008,0,Debrisoquine adverse reaction (disorder)
1061451000006105,0,
1021181000006102,0,
1094421000006101,0,
1134791000006107,0,
1566811000006102,0,
1082941000006108,0,
1053331000006104,0,
1710541000006100,0,
1106081000006107,0,
1057661000006105,0,
1134721000006105,0,
1989581000006108,0,
1050361000006101,0,
1803621000006104,0,
1119831000006109,0,
1928851000006102,0,
1034761000006106,0,
292201004,0,Thiotepa adverse reaction (disorder)
1102511000006105,0,
1030251000006108,0,
1135561000006106,0,
1026551000006105,0,
293005006,0,Cephamandole adverse reaction (disorder)
1103381000006104,0,
1087911000006107,0,
1822711000006104,0,
1823121000006101,0,
1804811000006105,0,
1127511000006103,0,
11934471000006101,0,
1121991000006109,0,
1052491000006103,0,
1749091000006101,0,
1078431000006102,0,
218869007,0,Adverse reaction caused by pentamethonium bromide (disorder)
1126821000006107,0,
1063321000006108,0,
2016011000006108,0,
1049671000006107,0,
1948501000006101,0,
1018531000006105,0,
1139481000006102,0,
1746951000006103,0,
1031611000006103,0,
367261000119100,0,Hyperosmolarity due to drug induced diabetes mellitus (disorder)
1098871000006107,0,
1110511000006109,0,
1046811000006108,0,
1127951000006109,0,
1953811000006106,0,
1727371000006108,0,
1112631000006103,0,
1674261000006106,0,
1068241000006101,0,
1780701000006105,0,
1081841000006109,0,
1098051000006105,0,
1780001000006107,0,
1073591000006106,0,
1129971000006107,0,
1602141000006102,0,
1993061000006107,0,
1053971000006100,0,
11639731000006107,0,
1674841000006106,0,
1751221000006108,0,
408673004,0,Adverse reaction caused by anterior pituitary hormone (disorder)
1055101000006108,0,
1930371000006101,0,
1137431000006107,0,
1088331000006101,0,
1134741000006103,0,
1116921000006105,0,
1021601000006103,0,
1132461000006100,0,
1051521000006108,0,
293048000,0,Clomocycline sodium adverse reaction (disorder)
293384004,0,Multivitamin and mineral preparations adverse reaction (disorder)
1137591000006105,0,
1980331000006105,0,
1104001000006109,0,
1058121000006107,0,
2006371000006104,0,
1088111000006109,0,
1933121000006105,0,
1037991000006105,0,
1119121000006100,0,
1077021000006107,0,
1763011000006100,0,
1750751000006100,0,
1035871000006109,0,
1640821000006107,0,
2003151000006102,0,
1640671000006109,0,
1092301000006106,0,
1088411000006102,0,
13073161000006103,0,
1030521000006101,0,
1673911000006103,0,
1021691000006105,0,
1021011000006105,0,
1031671000006107,0,
1695411000006101,0,
1993501000006103,0,
1067571000006108,0,
1876261000006107,0,
1063961000006103,0,
1050121000006105,0,
1047661000006108,0,
1117961000006102,0,
1122091000006104,0,
1110431000006102,0,
1602241000006106,0,
1141791000006105,0,
1113761000006108,0,
1095791000006107,0,
1105311000006105,0,
1072631000006101,0,
1083591000006104,0,
1664801000006102,0,
1113321000006101,0,
1060061000006107,0,
1134501000006106,0,
1629991000006107,0,
1100121000006106,0,
1082611000006103,0,
1142111000006106,0,
1044951000006106,0,
1018831000006108,0,
1128961000006105,0,
1059151000006105,0,
1019771000006107,0,
1109481000006105,0,
1047931000006105,0,
1933321000006107,0,
1107381000006108,0,
1743601000006102,0,
1096271000006105,0,
1673801000006107,0,
1933071000006105,0,
1978071000006104,0,
1061151000006101,0,
1949251000006108,0,
1031881000006109,0,
1728281000006102,0,
1076741000006104,0,
1028731000006107,0,
1052741000006103,0,
1075161000006106,0,
1072171000006107,0,
1010691000006105,0,
2016381000006103,0,
1137371000006102,0,
1039511000006100,0,
1747051000006102,0,
1998571000006104,0,
1086521000006108,0,
1112971000006107,0,
1137311000006106,0,
1064761000006103,0,
1015421000006104,0,
1035741000006108,0,
1104551000006102,0,
1977361000006109,0,
1711881000006104,0,
1065281000006103,0,
1134461000006106,0,
292200003,0,Treosulfan adverse reaction (disorder)
1047251000006108,0,
1104711000006105,0,
1859081000006104,0,
1880141000006106,0,
1097691000006105,0,
11639891000006100,0,
1139981000006107,0,
1134071000006109,0,
13072381000006103,0,
1139231000006102,0,
1118461000006108,0,
1043411000006103,0,
1111111000006107,0,
1068221000006108,0,
1639351000006102,0,
1751211000006100,0,
1982981000006106,0,
1060271000006106,0,
1927911000006106,0,
1674551000006106,0,
1113341000006108,0,
1036831000006103,0,
1102261000006106,0,
1138201000006104,0,
1639591000006104,0,
1881631000006104,0,
1140041000006105,0,
1052401000006105,0,
1054751000006105,0,
12608371000006105,0,
1674701000006101,0,
1093181000006107,0,
1686541000006108,0,
1020311000006100,0,
1121571000006100,0,
1121901000006102,0,
1113541000006104,0,
1744191000006101,0,
1676201000006104,0,
1062221000006106,0,
1025371000006101,0,
1602521000006101,0,
1028441000006106,0,
1133991000006107,0,
1088891000006109,0,
1996021000006108,0,
1077201000006108,0,
1091921000006105,0,
1098991000006100,0,
1050811000006107,0,
1079051000006108,0,
218395001,0,Adverse reaction caused by male fern oleoresin (disorder)
1044481000006108,0,
1095361000006100,0,
1057421000006102,0,
1135851000006106,0,
1745561000006101,0,
1081921000006106,0,
1567331000006101,0,
1838701000006103,0,
1065521000006104,0,
1817761000006106,0,
1043191000006100,0,
1931261000006105,0,
1066381000006101,0,
1116281000006103,0,
1991071000006101,0,
1044261000006104,0,
1123651000006107,0,
1708011000006109,0,
1083181000006108,0,
1140681000006108,0,
1061831000006101,0,
1744251000006104,0,
1077811000006105,0,
1898851000006103,0,
1017431000006107,0,
1014871000006102,0,
11997541000006105,0,
1787761000006105,0,
1021791000006103,0,
1567611000006100,0,
1931281000006100,0,
1060701000006109,0,
1102011000006101,0,
1132381000006101,0,
1804031000006105,0,
1032821000006102,0,
1027351000006100,0,
1127461000006101,0,
1806691000006106,0,
1956921000006102,0,
1067551000006103,0,
1046671000006103,0,
219015004,0,Adverse reaction caused by adiphenine (disorder)
1110161000006103,0,
1084211000006109,0,
1022581000006103,0,
1780731000006102,0,
1622081000006101,0,
1089251000006106,0,
1787831000006109,0,
1727831000006101,0,
1120281000006108,0,
1578601000006109,0,
1064091000006109,0,
1059471000006106,0,
1928201000006100,0,
1132751000006105,0,
1764301000006103,0,
1060241000006103,0,
13044751000006102,0,
1024381000006102,0,
1567131000006103,0,
1014311000006103,0,
1120911000006109,0,
1016701000006107,0,
1047621000006102,0,
1069111000006101,0,
1106821000006103,0,
1019241000006107,0,
1122651000006103,0,
1057631000006101,0,
1132671000006105,0,
1121551000006105,0,
1015311000006102,0,
1055171000006102,0,
1037201000006105,0,
1025941000006108,0,
1032911000006103,0,
1663171000006102,0,
1111961000006107,0,
1728121000006106,0,
1897511000006102,0,
1016611000006102,0,
1070301000006104,0,
1711771000006106,0,
1057681000006100,0,
12607901000006104,0,
1030551000006105,0,
1112771000006105,0,
1135421000006104,0,
766054009,0,Adverse reaction caused by adrenochrome (disorder)
1080161000006109,0,
1024871000006105,0,
1109171000006101,0,
1032001000006102,0,
1024851000006100,0,
1995911000006109,0,
1025111000006107,0,
1078811000006106,0,
1025641000006104,0,
1748831000006104,0,
1049421000006108,0,
1130221000006106,0,
1089421000006103,0,
1107291000006100,0,
1604451000006102,0,
1695401000006104,0,
1034481000006109,0,
1822921000006109,0,
1080721000006102,0,
1119231000006108,0,
1140861000006102,0,
1106561000006107,0,
1055941000006107,0,
1100661000006105,0,
218924000,0,Adverse reaction caused by alexitol sodium (disorder)
1078801000006108,0,
1780661000006102,0,
1042091000006108,0,
1859201000006102,0,
1047371000006107,0,
1123591000006100,0,
1135631000006103,0,
1078331000006109,0,
1109631000006107,0,
1067031000006102,0,
1029501000006100,0,
2017821000006107,0,
1578991000006106,0,
1112201000006108,0,
1033731000006104,0,
1990421000006102,0,
1054721000006101,0,
1044821000006106,0,
1036121000006107,0,
1132531000006108,0,
1119821000006106,0,
1069321000006106,0,
1601951000006106,0,
1050161000006104,0,
1073501000006104,0,
1105521000006107,0,
1070531000006101,0,
1838871000006100,0,
1140201000006102,0,
1857391000006106,0,
1037621000006103,0,
1871571000006107,0,
1928691000006109,0,
1014161000006103,0,
1034831000006105,0,
1018341000006109,0,
1087921000006104,0,
1104991000006103,0,
1744071000006103,0,
1094041000006102,0,
1121241000006106,0,
1121911000006104,0,
1021361000006105,0,
1982751000006101,0,
1057711000006104,0,
1047111000006101,0,
1104721000006102,0,
1838451000006107,0,
1049331000006104,0,
1101221000006106,0,
1780511000006101,0,
1630661000006101,0,
1112011000006104,0,
2016181000006100,0,
1115631000006107,0,
1087451000006102,0,
1020081000006109,0,
1124331000006107,0,
1024691000006107,0,
1848931000006107,0,
1077681000006102,0,
1989381000006100,0,
1772251000006108,0,
1122141000006107,0,
1063291000006104,0,
1030221000006104,0,
12762591000006109,0,
2002241000006104,0,
2019351000006104,0,
1116431000006100,0,
1600881000006100,0,
1092001000006109,0,
1084131000006109,0,
1052531000006103,0,
1059441000006103,0,
2004971000006107,0,
1114671000006109,0,
1091831000006103,0,
1047631000006104,0,
1077971000006107,0,
1686941000006100,0,
1601091000006104,0,
1063141000006104,0,
1120531000006105,0,
1724511000006101,0,
1113311000006109,0,
1971031000006108,0,
1106951000006103,0,
1122051000006105,0,
1710181000006100,0,
1138211000006101,0,
1127411000006104,0,
1113751000006106,0,
1122661000006101,0,
11640011000006109,0,
1073401000006100,0,
1036351000006100,0,
1052181000006108,0,
1029491000006108,0,
1050251000006109,0,
1078041000006101,0,
1070921000006105,0,
1982621000006102,0,
1092771000006101,0,
1065061000006100,0,
1107191000006109,0,
1087861000006102,0,
1039651000006103,0,
1991081000006103,0,
1674041000006102,0,
1125981000006108,0,
2014281000006101,0,
1127631000006108,0,
1091231000006104,0,
1121841000006105,0,
1109031000006100,0,
1898441000006103,0,
1109331000006102,0,
1852151000006101,0,
1566641000006104,0,
1075971000006101,0,
1695211000006102,0,
1918021000006108,0,
1878251000006109,0,
1881151000006100,0,
1012361000006106,0,
1066331000006102,0,
1072511000006106,0,
1756911000006101,0,
1744101000006108,0,
1136921000006100,0,
1026171000006105,0,
1067011000006108,0,
1097511000006101,0,
1948391000006104,0,
1112121000006108,0,
1602881000006104,0,
1920501000006100,0,
1100361000006102,0,
1132721000006101,0,
1139361000006101,0,
1037151000006101,0,
1085071000006105,0,
1072591000006101,0,
1040241000006105,0,
1850471000006101,0,
1010391000006102,0,
1028651000006105,0,
1052211000006107,0,
1102821000006104,0,
1932511000006100,0,
1106001000006103,0,
1727261000006106,0,
1779191000006104,0,
1030141000006102,0,
1996171000006105,0,
1092521000006106,0,
1080801000006104,0,
1107651000006109,0,
1566831000006108,0,
1113241000006101,0,
1779771000006104,0,
1138141000006106,0,
1134601000006107,0,
1106511000006109,0,
1080331000006103,0,
1874981000006103,0,
1105281000006108,0,
1027431000006100,0,
1062031000006104,0,
1090481000006105,0,
1850231000006103,0,
1093321000006105,0,
1641121000006106,0,
1101851000006103,0,
1961171000006102,0,
1083681000006103,0,
1069001000006103,0,
1104201000006103,0,
1113701000006107,0,
1076851000006108,0,
1052001000006103,0,
1078511000006109,0,
292212004,0,Carmustine adverse reaction (disorder)
1139061000006103,0,
1043561000006104,0,
1123301000006102,0,
1012021000006103,0,
1142401000006102,0,
1099381000006107,0,
218813003,0,Adverse reaction caused by levallorphan (disorder)
1105571000006108,0,
1086811000006103,0,
1076291000006103,0,
1998611000006109,0,
1018691000006108,0,
1128121000006102,0,
1129481000006100,0,
1039251000006101,0,
1566991000006104,0,
1707871000006108,0,
1140151000006106,0,
218326006,0,Adverse reaction caused by antineoplastic antibiotics (disorder)
1137501000006103,0,
1675741000006103,0,
1108131000006106,0,
1058921000006105,0,
1114981000006104,0,
1040191000006105,0,
1062191000006104,0,
1781671000006103,0,
1138541000006100,0,
1071641000006102,0,
1121121000006109,0,
1051701000006109,0,
2004621000006101,0,
1105591000006109,0,
1113281000006107,0,
1687271000006101,0,
1803581000006104,0,
1135841000006109,0,
1048381000006106,0,
1046641000006106,0,
1018011000006108,0,
1567321000006104,0,
1054851000006104,0,
1880311000006105,0,
1123681000006104,0,
1050761000006100,0,
1125271000006100,0,
1133891000006104,0,
1878311000006104,0,
1125191000006108,0,
1087781000006102,0,
1028051000006103,0,
1888501000006100,0,
1578541000006105,0,
1046761000006101,0,
1803891000006103,0,
1712121000006100,0,
13031811000006108,0,
1578641000006106,0,
840371000000100,0,Acute renal failure induced by aminoglycoside (disorder)
1890591000006108,0,
1083631000006104,0,
1676001000006105,0,
1098821000006106,0,
1054471000006107,0,
1695961000006108,0,
1119091000006104,0,
1138881000006109,0,
1098691000006109,0,
1065261000006108,0,
1706761000006109,0,
1750711000006101,0,
1119351000006107,0,
1085611000006106,0,
1124161000006101,0,
1852291000006103,0,
1032221000006103,0,
1779921000006103,0,
1144051000006100,0,
1042541000006106,0,
1011551000006107,0,
1027401000006108,0,
1850311000006100,0,
1038651000006108,0,
1137521000006108,0,
1949141000006102,0,
1050581000006103,0,
1132951000006108,0,
1075681000006106,0,
1674121000006105,0,
1021951000006107,0,
1119461000006103,0,
1048901000006103,0,
1710191000006102,0,
1978401000006103,0,
1077821000006102,0,
1024041000006106,0,
1123221000006100,0,
1071611000006101,0,
1887891000006106,0,
1139341000006100,0,
1042291000006100,0,
1118551000006107,0,
1707821000006107,0,
1047831000006100,0,
1125521000006103,0,
1097211000006103,0,
1127321000006101,0,
1931571000006100,0,
1713611000006106,0,
1079191000006101,0,
1804141000006101,0,
1087081000006104,0,
1057781000006106,0,
1817631000006106,0,
1852451000006105,0,
1630721000006104,0,
1014911000006104,0,
1027461000006109,0,
1076031000006107,0,
12607911000006101,0,
1803921000006109,0,
1640741000006107,0,
1096471000006109,0,
1980141000006103,0,
1136571000006107,0,
1057051000006101,0,
1744401000006102,0,
2002261000006100,0,
1710721000006103,0,
1970761000006106,0,
1036301000006104,0,
1728051000006101,0,
1881611000006105,0,
1125061000006104,0,
1043161000006108,0,
1912341000006101,0,
1038791000006109,0,
1025101000006109,0,
1106991000006109,0,
1092921000006100,0,
1113911000006108,0,
1013991000006107,0,
1138791000006101,0,
1047351000006102,0,
1101151000006105,0,
1745321000006102,0,
1105991000006104,0,
1764141000006104,0,
1056351000006101,0,
1713651000006107,0,
1110211000006107,0,
1117511000006105,0,
1779161000006107,0,
11990261000006106,0,
1137601000006102,0,
1714081000006105,0,
1091991000006107,0,
1057141000006104,0,
1893821000006103,0,
1113051000006108,0,
1133351000006100,0,
2013781000006108,0,
1977431000006107,0,
1640241000006104,0,
1087481000006105,0,
1664711000006108,0,
1857551000006108,0,
1073651000006104,0,
1018871000006106,0,
1124451000006107,0,
2019251000006105,0,
1054741000006108,0,
2018941000006109,0,
1108021000006107,0,
2021871000006109,0,
1065701000006103,0,
1014421000006100,0,
1859191000006100,0,
1664821000006107,0,
1054331000006102,0,
2010551000006101,0,
1878041000006102,0,
13487541000006102,0,
1118071000006106,0,
1780691000006105,0,
1601311000006106,0,
1064301000006100,0,
1743541000006101,0,
1133731000006106,0,
1022291000006103,0,
1143741000006102,0,
1100131000006109,0,
1806591000006107,0,
1029421000006106,0,
1687041000006104,0,
1023601000006102,0,
1095531000006103,0,
11989881000006105,0,
1567341000006106,0,
1061551000006106,0,
1099461000006108,0,
1106911000006104,0,
1631201000006105,0,
1013561000006105,0,
1602211000006107,0,
1070781000006107,0,
1822961000006103,0,
1780581000006108,0,
1135641000006108,0,
1061371000006108,0,
1057861000006106,0,
1056691000006104,0,
11990421000006101,0,
1664401000006100,0,
1062571000006105,0,
1078691000006100,0,
1141011000006103,0,
1090951000006108,0,
1120491000006105,0,
1817661000006102,0,
1838551000006108,0,
1107891000006104,0,
1083711000006102,0,
1094961000006102,0,
1138181000006100,0,
1067741000006105,0,
1076411000006109,0,
1023191000006103,0,
1092051000006108,0,
1064111000006100,0,
1033141000006105,0,
1105331000006104,0,
1027181000006106,0,
1881461000006106,0,
1133111000006104,0,
1075861000006100,0,
1034781000006101,0,
1085251000006109,0,
1061021000006109,0,
1032691000006104,0,
1709851000006109,0,
1084731000006105,0,
1629741000006101,0,
1052911000006104,0,
1093991000006108,0,
1871561000006100,0,
1098631000006105,0,
1038811000006108,0,
1043951000006108,0,
1048621000006103,0,
1711691000006100,0,
1579071000006100,0,
1045151000006105,0,
1053551000006103,0,
2009611000006105,0,
1993281000006109,0,
1757591000006104,0,
1063251000006105,0,
1744161000006109,0,
1713851000006108,0,
1124701000006103,0,
1092031000006101,0,
1773931000006103,0,
1091871000006100,0,
1871641000006103,0,
1706731000006100,0,
1068681000006109,0,
1898651000006104,0,
11997481000006103,0,
1893611000006105,0,
1654381000006108,0,
1875231000006109,0,
1823221000006106,0,
1020851000006109,0,
1046281000006102,0,
12607981000006108,0,
1137841000006104,0,
1075991000006100,0,
1772391000006108,0,
1825151000006109,0,
1071001000006108,0,
1031531000006105,0,
1861561000006109,0,
1031231000006107,0,
1142221000006108,0,
1064661000006107,0,
1102591000006100,0,
1024891000006106,0,
1118941000006102,0,
1912261000006107,0,
1629901000006100,0,
1084321000006108,0,
1654391000006106,0,
1090441000006104,0,
1096321000006102,0,
1103891000006108,0,
1670151000006106,0,
1065911000006102,0,
1110661000006108,0,
1088951000006107,0,
1728981000006108,0,
1750781000006108,0,
1050171000006106,0,
1062321000006104,0,
1071651000006100,0,
1063971000006105,0,
1026531000006103,0,
1824671000006107,0,
1622021000006100,0,
1712431000006107,0,
1105041000006107,0,
1824881000006109,0,
1567621000006108,0,
1849061000006107,0,
1780041000006109,0,
1115491000006108,0,
1130981000006104,0,
1017631000006105,0,
1875281000006105,0,
1019921000006108,0,
2009931000006105,0,
1029911000006107,0,
1115221000006107,0,
1065821000006101,0,
1104811000006101,0,
1117061000006103,0,
1065621000006100,0,
1140001000006108,0,
1068091000006102,0,
1095351000006102,0,
1089331000006107,0,
1711581000006102,0,
1825351000006107,0,
1825281000006109,0,
1085131000006108,0,
1137141000006107,0,
1602271000006103,0,
1708291000006107,0,
1097531000006107,0,
1086911000006105,0,
1141851000006105,0,
1132631000006107,0,
1018131000006101,0,
1600761000006100,0,
1711931000006105,0,
1838481000006104,0,
1686981000006106,0,
1040831000006104,0,
12551541000006103,0,
1128011000006106,0,
1069281000006100,0,
1024681000006109,0,
1710321000006102,0,
1656841000006100,0,
1035171000006101,0,
1080911000006108,0,
1053471000006109,0,
12510391000006104,0,
1013681000006101,0,
1758561000006108,0,
1068761000006108,0,
1982521000006101,0,
2002601000006103,0,
1047531000006103,0,
1696941000006101,0,
1112461000006105,0,
1711961000006101,0,
1012471000006107,0,
1025891000006107,0,
1039471000006105,0,
1757971000006108,0,
2005141000006100,0,
1050151000006101,0,
1110411000006108,0,
1920101000006107,0,
1712341000006105,0,
1932461000006103,0,
1098961000006108,0,
1044561000006102,0,
1118971000006105,0,
1056161000006102,0,
1114121000006101,0,
1029161000006108,0,
1694901000006106,0,
1998631000006103,0,
1771381000006104,0,
1707141000006108,0,
2008131000006100,0,
1104271000006109,0,
1804801000006107,0,
1013621000006100,0,
1034271000006107,0,
1912461000006108,0,
1019151000006101,0,
1035221000006107,0,
1047161000006103,0,
1026711000006102,0,
1089821000006101,0,
1708451000006100,0,
1101601000006103,0,
1135021000006107,0,
1048731000006109,0,
1066641000006102,0,
1142091000006102,0,
12802431000006108,0,
1670311000006108,0,
1964331000006100,0,
1044161000006106,0,
1093581000006101,0,
1566681000006105,0,
1091101000006102,0,
1047091000006105,0,
1093311000006102,0,
1042241000006109,0,
1091191000006109,0,
1708641000006100,0,
1102031000006107,0,
1119161000006106,0,
1134421000006100,0,
2016361000006108,0,
1640861000006101,0,
13489131000006109,0,
1710901000006106,0,
1060411000006101,0,
1934801000006106,0,
1653981000006107,0,
1898821000006107,0,
1135651000006105,0,
1771351000006107,0,
1107051000006102,0,
1120341000006109,0,
1127331000006103,0,
1806781000006102,0,
1909271000006106,0,
1115061000006109,0,
1048081000006108,0,
1089901000006100,0,
1890461000006101,0,
1038411000006105,0,
1075261000006104,0,
1977311000006106,0,
1056771000006105,0,
1138111000006107,0,
13031781000006106,0,
1076251000006109,0,
1111041000006107,0,
1710641000006104,0,
1137801000006101,0,
1140131000006104,0,
1089601000006105,0,
1686971000006108,0,
1803641000006106,0,
1015471000006103,0,
1133711000006100,0,
1706571000006108,0,
2021901000006109,0,
11997391000006105,0,
1062311000006107,0,
1139841000006106,0,
1698261000006105,0,
1024751000006106,0,
1035821000006108,0,
1138411000006100,0,
1065721000006108,0,
1046521000006103,0,
1061341000006100,0,
1121741000006103,0,
1956841000006104,0,
1039231000006108,0,
1092181000006104,0,
1840171000006105,0,
1850741000006100,0,
1995931000006103,0,
1032751000006100,0,
1858991000006108,0,
1909111000006108,0,
1115021000006103,0,
1082601000006101,0,
1097381000006100,0,
1017801000006101,0,
1602711000006102,0,
1110321000006106,0,
12510001000006109,0,
1111581000006106,0,
1110241000006106,0,
1028101000006103,0,
1852551000006106,0,
1578921000006109,0,
1140951000006108,0,
1081761000006103,0,
1089481000006104,0,
1850401000006107,0,
1091381000006108,0,
1074931000006103,0,
1090121000006102,0,
1712351000006107,0,
1602761000006104,0,
1086671000006108,0,
1673901000006101,0,
1948331000006103,0,
1071771000006100,0,
11934621000006104,0,
1743961000006108,0,
1103661000006101,0,
1036321000006109,0,
1630731000006101,0,
1031761000006109,0,
1083211000006107,0,
1027211000006105,0,
1127551000006102,0,
1840071000006109,0,
1086931000006104,0,
1015201000006108,0,
1122681000006106,0,
1727171000006106,0,
1050511000006105,0,
1707051000006106,0,
1016931000006102,0,
1750971000006107,0,
1043691000006106,0,
1116961000006104,0,
1727841000006106,0,
1056821000006102,0,
1840161000006103,0,
1602251000006108,0,
1018721000006103,0,
1037181000006109,0,
1054731000006103,0,
1085981000006107,0,
1103581000006107,0,
1121221000006104,0,
1133381000006108,0,
1621821000006102,0,
1113421000006107,0,
1126531000006107,0,
1114041000006109,0,
1018331000006104,0,
1676151000006108,0,
2008371000006100,0,
1115671000006105,0,
1100771000006108,0,
1065321000006109,0,
1028691000006104,0,
1804711000006101,0,
1032971000006107,0,
1050331000006105,0,
1758261000006106,0,
1803541000006105,0,
1762831000006108,0,
1057301000006103,0,
1082661000006100,0,
1024441000006100,0,
1020571000006102,0,
1664461000006104,0,
1664681000006107,0,
1072121000006106,0,
12607541000006105,0,
1034441000006103,0,
1046591000006101,0,
1871431000006105,0,
1042121000006107,0,
1018111000006107,0,
1082821000006105,0,
1039051000006105,0,
1630581000006107,0,
1602581000006102,0,
1932781000006100,0,
1088151000006105,0,
1116851000006105,0,
1083511000006109,0,
1046471000006101,0,
218928002,0,Adverse reaction caused by magaldrate (disorder)
1046421000006102,0,
1726701000006103,0,
1980471000006100,0,
1639721000006105,0,
1758421000006101,0,
1134651000006106,0,
12589291000006102,0,
1695231000006108,0,
1750811000006105,0,
1109091000006101,0,
1022941000006101,0,
1032831000006104,0,
1101281000006105,0,
1822911000006101,0,
1104661000006104,0,
1088001000006107,0,
1123111000006102,0,
1045971000006102,0,
1132901000006109,0,
1027981000006109,0,
1052271000006103,0,
1029731000006103,0,
12762751000006107,0,
1115731000006103,0,
1138591000006109,0,
1141781000006107,0,
1567601000006103,0,
1107361000006103,0,
1034471000006106,0,
1724711000006108,0,
1074451000006104,0,
1919801000006104,0,
1112151000006104,0,
1758171000006106,0,
1640431000006108,0,
1082371000006101,0,
1073211000006103,0,
11989961000006108,0,
1957411000006103,0,
1106021000006108,0,
1998621000006101,0,
1640841000006100,0,
1102331000006105,0,
1067961000006107,0,
1140691000006106,0,
1912621000006104,0,
1709911000006101,0,
1041021000006104,0,
1029781000006102,0,
1726921000006105,0,
1042611000006108,0,
1126971000006102,0,
1781441000006109,0,
1068771000006101,0,
2008341000006108,0,
1621961000006100,0,
1874931000006104,0,
1757611000006105,0,
1130391000006102,0,
1964391000006101,0,
1072451000006106,0,
1712111000006108,0,
1102541000006109,0,
1061651000006107,0,
1134411000006108,0,
1140901000006109,0,
1103981000006103,0,
2014301000006102,0,
12589351000006102,0,
1070581000006100,0,
1850411000006105,0,
1021041000006109,0,
1857201000006107,0,
1065341000006102,0,
13487791000006103,0,
1696981000006107,0,
1039831000006109,0,
12989971000006102,0,
1622681000006105,0,
1566691000006108,0,
1897141000006109,0,
1098781000006100,0,
1119101000006105,0,
1708231000006108,0,
1063081000006109,0,
1069961000006101,0,
